inspection_ts,part_id,dim_dev_um,defect_type,status
2025-01-29 02:15:00,P007995,71.8,Dimension,FAIL
2025-01-31 10:57:00,P007996,,Geometry,PASS
2025-02-05 20:09:00,P007997,,Geometry,PASS
2025-01-27 00:53:00,P007998,5.6,None,PASS
2025-01-19 02:06:00,P007999,34.7,None,PASS
2025-01-18 12:39:00,P008000,1.3,Surface,PASS
2025-01-25 03:54:00,P008001,34.9,Dimension,FAIL
2025-02-11 09:47:00,P008002,2.5,Surface,PASS
2025-01-22 06:50:00,P008003,28.0,Surface,PASS
2025-02-09 01:40:00,P008003,16.9,Surface,PASS
2025-02-13 07:42:00,P008004,27.3,Geometry,PASS
2025-01-27 23:44:00,P008004,26.4,None,PASS
2025-01-28 04:46:00,P008005,12.9,Geometry,PASS
2025-01-12 11:06:00,P008005,4.9,None,PASS
2025-01-17 20:26:00,P008006,,Surface,PASS
2025-02-01 21:18:00,P008007,,Surface,PASS
2025-02-12 05:24:00,P008007,31.3,None,PASS
2025-01-14 02:54:00,P008008,9.9,Surface,PASS
2025-02-13 08:34:00,P008009,54.4,Geometry,PASS
2025-01-23 18:56:00,P008010,26.3,Geometry,PASS
2025-01-18 06:23:00,P008011,10.7,Surface,PASS
2025-02-02 06:26:00,P008012,27.3,Surface,PASS
2025-01-23 08:30:00,P008013,34.3,Dimension,FAIL
2025-02-02 20:35:00,P008013,10.1,None,PASS
2025-01-28 22:26:00,P008014,23.6,Surface,PASS
2025-01-31 00:27:00,P008015,14.7,None,PASS
2025-02-14 02:32:00,P008015,16.9,Surface,PASS
2025-02-03 12:25:00,P008016,9.1,Geometry,PASS
2025-01-31 05:42:00,P008017,4.7,None,PASS
2025-02-02 13:26:00,P008017,9.4,None,PASS
2025-01-16 01:09:00,P008018,56.4,Geometry,PASS
2025-02-09 11:00:00,P008019,47.2,Geometry,PASS
2025-02-01 21:59:00,P008020,2.8,None,PASS
2025-02-14 06:14:00,P008021,5.1,Surface,PASS
2025-01-11 16:13:00,P008022,63.1,Surface,PASS
2025-02-12 05:19:00,P008022,23.6,Geometry,PASS
2025-02-13 18:57:00,P008023,16.9,Geometry,PASS
2025-01-20 03:21:00,P008023,6.7,Surface,PASS
2025-01-28 10:59:00,P008024,0.9,Surface,PASS
2025-01-21 05:53:00,P008025,2.2,Geometry,PASS
2025-01-25 12:48:00,P008025,13.1,None,PASS
2025-02-06 22:33:00,P008026,15.0,Surface,PASS
2025-02-06 02:23:00,P008027,22.6,Surface,PASS
2025-02-10 12:15:00,P008027,,Surface,PASS
2025-01-31 05:02:00,P008028,2.8,Surface,PASS
2025-01-16 11:50:00,P008029,10.1,Geometry,PASS
2025-01-30 23:35:00,P008030,9.5,Geometry,PASS
2025-01-31 09:57:00,P008031,13.0,Surface,PASS
2025-02-07 09:52:00,P008032,10.8,None,PASS
2025-01-10 18:07:00,P008032,7.2,None,PASS
2025-01-27 03:43:00,P008033,4.4,None,PASS
2025-01-28 20:37:00,P008034,6.2,Geometry,PASS
2025-02-06 12:00:00,P008035,41.0,Dimension,FAIL
2025-02-05 19:52:00,P008036,9.6,None,PASS
2025-01-26 16:46:00,P008037,16.9,Surface,PASS
2025-02-14 07:32:00,P008037,11.6,Geometry,PASS
2025-01-16 08:36:00,P008038,12.0,Geometry,PASS
2025-01-25 00:27:00,P008038,7.0,None,PASS
2025-01-27 04:31:00,P008039,16.0,Geometry,PASS
2025-02-02 01:14:00,P008039,18.0,Geometry,PASS
2025-01-18 01:05:00,P008040,11.0,None,PASS
2025-01-29 12:34:00,P008040,20.6,Surface,PASS
2025-01-25 09:52:00,P008041,23.0,None,PASS
2025-01-28 07:43:00,P008042,41.9,Geometry,PASS
2025-02-02 08:20:00,P008043,15.1,None,PASS
2025-01-29 20:29:00,P008043,6.7,None,PASS
2025-02-13 15:25:00,P008044,6.8,Surface,PASS
2025-01-29 13:04:00,P008045,9.7,Surface,PASS
2025-01-28 04:48:00,P008045,9.7,Surface,PASS
2025-01-20 11:29:00,P008046,31.0,Surface,PASS
2025-01-15 10:23:00,P008046,12.6,None,PASS
2025-01-17 05:16:00,P008047,31.8,Geometry,PASS
2025-02-04 00:17:00,P008047,18.3,Surface,PASS
2025-01-25 12:02:00,P008048,0.3,None,PASS
2025-01-17 14:03:00,P008049,19.4,Surface,PASS
2025-02-10 06:42:00,P008049,12.4,None,PASS
2025-01-10 21:12:00,P008050,3.5,Surface,PASS
2025-01-19 15:04:00,P008051,2.9,None,PASS
2025-01-12 15:23:00,P008052,2.9,Geometry,PASS
2025-01-17 10:53:00,P008053,19.7,None,PASS
2025-01-29 11:55:00,P008053,19.9,None,PASS
2025-02-12 01:24:00,P008054,26.2,Geometry,PASS
2025-02-14 04:55:00,P008055,25.4,Geometry,PASS
2025-02-08 17:54:00,P008056,1.0,None,PASS
2025-02-05 17:06:00,P008056,28.4,Surface,PASS
2025-02-09 09:30:00,P008057,0.2,None,PASS
2025-01-28 18:11:00,P008058,47.3,Dimension,FAIL
2025-02-06 16:24:00,P008058,11.1,Surface,PASS
2025-01-16 09:55:00,P008059,59.2,Geometry,PASS
2025-01-28 01:41:00,P008059,22.3,None,PASS
2025-01-22 18:29:00,P008060,44.9,Dimension,FAIL
2025-01-22 22:28:00,P008061,35.9,Geometry,PASS
2025-01-21 21:03:00,P008062,6.8,None,PASS
2025-02-12 07:12:00,P008062,19.3,Geometry,PASS
2025-02-02 12:16:00,P008063,,None,PASS
2025-01-17 23:06:00,P008063,7.3,Surface,PASS
2025-01-13 03:36:00,P008064,31.4,None,PASS
2025-02-13 12:43:00,P008064,62.7,Dimension,FAIL
2025-02-01 12:09:00,P008065,21.6,Surface,PASS
2025-01-23 20:38:00,P008066,13.2,Surface,PASS
2025-01-22 18:28:00,P008066,32.6,Surface,PASS
2025-01-14 05:58:00,P008067,47.4,Surface,PASS
2025-01-31 14:51:00,P008067,55.7,Geometry,PASS
2025-02-10 12:28:00,P008068,48.7,Dimension,FAIL
2025-01-29 17:38:00,P008068,58.1,Dimension,FAIL
2025-01-11 03:17:00,P008069,0.0,Surface,PASS
2025-01-18 01:16:00,P008070,0.7,Geometry,PASS
2025-01-26 05:01:00,P008071,,None,PASS
2025-01-31 01:11:00,P008072,24.7,None,PASS
2025-01-30 05:31:00,P008073,19.5,None,PASS
2025-01-20 01:21:00,P008073,9.8,Geometry,PASS
2025-02-02 13:59:00,P008074,32.6,None,PASS
2025-01-16 05:25:00,P008075,26.3,Geometry,PASS
2025-02-08 13:03:00,P008076,15.9,Geometry,PASS
2025-01-12 05:24:00,P008077,20.3,Surface,PASS
2025-02-06 20:21:00,P008077,,Surface,PASS
2025-02-10 13:46:00,P008078,17.9,None,PASS
2025-01-11 14:08:00,P008078,26.4,Geometry,PASS
2025-01-26 15:23:00,P008079,11.1,None,PASS
2025-02-11 13:37:00,P008079,61.9,Dimension,FAIL
2025-01-27 15:02:00,P008080,12.5,Geometry,PASS
2025-02-02 23:22:00,P008080,15.8,None,PASS
2025-01-16 18:57:00,P008081,62.7,None,PASS
2025-02-05 07:16:00,P008082,11.3,Geometry,PASS
2025-01-19 23:29:00,P008082,5.3,Surface,PASS
2025-01-28 13:13:00,P008083,3.5,Surface,PASS
2025-01-20 16:24:00,P008083,3.3,Surface,PASS
2025-01-22 15:27:00,P008084,26.3,Surface,PASS
2025-02-06 22:24:00,P008084,9.5,None,PASS
2025-01-24 03:00:00,P008085,21.4,None,PASS
2025-01-15 12:13:00,P008085,18.6,None,PASS
2025-02-06 23:17:00,P008086,13.3,Surface,PASS
2025-01-29 02:52:00,P008086,19.0,None,PASS
2025-01-10 21:25:00,P008087,9.3,Geometry,PASS
2025-02-03 13:43:00,P008087,20.7,None,PASS
2025-02-12 18:21:00,P008088,0.7,None,PASS
2025-01-16 13:41:00,P008089,3.1,Geometry,PASS
2025-01-23 03:19:00,P008090,20.3,Surface,PASS
2025-01-27 09:20:00,P008091,3.2,Geometry,PASS
2025-01-28 12:01:00,P008091,10.3,Surface,PASS
2025-02-12 02:58:00,P008092,15.9,None,PASS
2025-01-16 12:49:00,P008093,29.5,Surface,PASS
2025-01-19 20:35:00,P008094,2.6,Geometry,PASS
2025-01-19 06:39:00,P008094,19.9,None,PASS
2025-02-06 03:17:00,P008095,3.8,None,PASS
2025-02-03 05:09:00,P008096,9.0,None,PASS
2025-02-01 18:36:00,P008096,26.3,Geometry,PASS
2025-02-02 16:18:00,P008097,7.3,None,PASS
2025-01-10 21:09:00,P008097,46.6,Surface,PASS
2025-02-09 20:44:00,P008098,13.7,None,PASS
2025-01-15 06:56:00,P008099,47.6,None,PASS
2025-01-20 08:47:00,P008099,41.3,None,PASS
2025-02-07 06:41:00,P008100,2.2,Surface,PASS
2025-02-09 20:20:00,P008100,10.0,Surface,PASS
2025-02-08 01:18:00,P008101,2.5,Geometry,PASS
2025-02-04 13:09:00,P008102,26.3,None,PASS
2025-01-26 15:36:00,P008103,33.0,None,PASS
2025-01-15 02:20:00,P008104,17.4,Dimension,FAIL
2025-01-16 23:25:00,P008104,33.3,Dimension,FAIL
2025-01-28 23:37:00,P008105,45.9,Dimension,FAIL
2025-02-07 05:21:00,P008106,17.0,Surface,PASS
2025-02-02 15:25:00,P008106,0.4,None,PASS
2025-02-12 11:45:00,P008107,58.0,Dimension,FAIL
2025-01-18 07:10:00,P008108,13.4,None,PASS
2025-01-16 15:39:00,P008109,10.3,None,PASS
2025-01-13 04:06:00,P008110,13.5,Surface,PASS
2025-02-08 23:06:00,P008111,37.2,Geometry,PASS
2025-01-27 15:45:00,P008111,0.4,None,PASS
2025-01-27 01:47:00,P008112,10.1,None,PASS
2025-01-16 15:16:00,P008113,19.4,None,PASS
2025-02-07 00:09:00,P008114,4.9,Geometry,PASS
2025-01-12 17:17:00,P008115,16.7,Geometry,PASS
2025-02-02 12:04:00,P008115,31.7,Surface,PASS
2025-02-03 04:24:00,P008116,44.6,Surface,PASS
2025-02-11 12:30:00,P008117,17.4,Geometry,PASS
2025-01-29 17:26:00,P008118,30.1,Geometry,PASS
2025-02-08 07:27:00,P008118,44.3,Dimension,FAIL
2025-02-03 17:02:00,P008119,0.8,Geometry,PASS
2025-01-15 00:35:00,P008120,6.8,Geometry,PASS
2025-02-12 00:58:00,P008121,15.2,Geometry,PASS
2025-02-02 21:09:00,P008121,33.4,Dimension,FAIL
2025-01-31 15:13:00,P008122,,Geometry,PASS
2025-01-18 18:58:00,P008123,6.0,None,PASS
2025-02-13 18:50:00,P008123,12.8,Geometry,PASS
2025-01-21 09:20:00,P008124,35.9,Dimension,FAIL
2025-02-10 14:56:00,P008124,47.5,Dimension,FAIL
2025-01-30 10:26:00,P008125,38.8,Dimension,FAIL
2025-01-15 05:08:00,P008126,15.8,None,PASS
2025-01-30 15:14:00,P008126,14.5,None,PASS
2025-02-07 07:31:00,P008127,0.9,None,PASS
2025-02-04 18:32:00,P008128,23.4,Geometry,PASS
2025-01-28 04:26:00,P008129,28.5,Surface,PASS
2025-01-19 17:33:00,P008130,14.5,None,PASS
2025-02-10 00:59:00,P008130,0.3,None,PASS
2025-01-15 05:35:00,P008131,36.4,Dimension,FAIL
2025-01-21 03:52:00,P008132,23.3,Surface,PASS
2025-01-26 01:25:00,P008132,37.8,None,PASS
2025-01-27 13:57:00,P008133,44.7,None,PASS
2025-01-11 16:17:00,P008133,6.1,Geometry,PASS
2025-02-06 05:10:00,P008134,18.4,Surface,PASS
2025-01-15 10:43:00,P008135,18.0,Geometry,PASS
2025-02-07 11:22:00,P008135,3.8,Surface,PASS
2025-02-07 21:40:00,P008136,23.6,Geometry,PASS
2025-01-20 16:16:00,P008137,16.8,None,PASS
2025-01-25 04:28:00,P008138,11.9,Geometry,PASS
2025-01-11 04:37:00,P008139,16.6,None,PASS
2025-01-21 03:44:00,P008140,,Geometry,PASS
2025-01-14 16:31:00,P008141,4.4,None,PASS
2025-02-08 07:13:00,P008142,34.4,Dimension,FAIL
2025-01-14 16:28:00,P008143,7.1,Surface,PASS
2025-02-04 03:42:00,P008143,3.5,Surface,PASS
2025-01-25 16:27:00,P008144,6.0,None,PASS
2025-01-10 09:16:00,P008145,17.3,None,PASS
2025-01-30 02:43:00,P008146,4.9,Geometry,PASS
2025-01-24 20:52:00,P008147,27.7,Geometry,PASS
2025-01-23 02:36:00,P008148,49.5,Geometry,PASS
2025-01-16 18:41:00,P008148,6.5,None,PASS
2025-01-20 08:22:00,P008149,17.4,Surface,PASS
2025-01-26 09:36:00,P008150,8.4,None,PASS
2025-02-10 21:18:00,P008150,13.1,Geometry,PASS
2025-02-04 16:48:00,P008151,25.8,Surface,PASS
2025-02-11 11:56:00,P008152,3.1,Surface,PASS
2025-01-11 15:14:00,P008152,11.3,Geometry,PASS
2025-01-26 07:10:00,P008153,11.8,Geometry,PASS
2025-01-22 12:52:00,P008154,0.7,Surface,PASS
2025-01-14 00:20:00,P008154,25.8,Dimension,FAIL
2025-01-18 00:10:00,P008155,6.1,Geometry,PASS
2025-01-28 07:33:00,P008156,2.7,None,PASS
2025-01-23 16:28:00,P008156,17.9,Surface,PASS
2025-02-14 05:35:00,P008157,15.4,Geometry,PASS
2025-02-01 14:03:00,P008157,28.1,Dimension,FAIL
2025-02-03 05:08:00,P008158,6.8,Geometry,PASS
2025-02-03 10:58:00,P008159,27.9,Surface,PASS
2025-02-13 19:55:00,P008160,12.6,Geometry,PASS
2025-01-22 11:37:00,P008160,35.4,Geometry,PASS
2025-02-06 15:48:00,P008161,23.4,None,PASS
2025-01-28 22:43:00,P008161,11.4,Surface,PASS
2025-01-29 04:27:00,P008162,,Geometry,PASS
2025-01-29 06:45:00,P008162,39.7,None,PASS
2025-01-21 16:43:00,P008163,20.8,None,PASS
2025-02-11 23:18:00,P008164,7.2,None,PASS
2025-01-22 10:50:00,P008165,36.1,None,PASS
2025-01-19 16:29:00,P008165,49.6,Surface,PASS
2025-01-15 15:24:00,P008166,16.7,Surface,PASS
2025-02-13 17:40:00,P008167,,Surface,PASS
2025-01-16 22:33:00,P008168,37.1,Dimension,FAIL
2025-02-09 09:26:00,P008168,14.2,None,PASS
2025-02-08 03:35:00,P008169,17.5,Geometry,PASS
2025-02-01 17:59:00,P008169,23.1,None,PASS
2025-02-03 19:43:00,P008170,11.9,Geometry,PASS
2025-02-08 23:23:00,P008170,33.1,Geometry,PASS
2025-01-13 21:53:00,P008171,1.4,Surface,PASS
2025-02-10 23:52:00,P008172,3.4,None,PASS
2025-01-26 15:16:00,P008173,1.8,Geometry,PASS
2025-01-11 11:37:00,P008173,25.9,None,PASS
2025-02-06 23:15:00,P008174,8.9,Geometry,PASS
2025-02-05 17:01:00,P008175,16.8,None,PASS
2025-01-19 14:42:00,P008175,16.5,None,PASS
2025-01-30 02:23:00,P008176,,Geometry,PASS
2025-01-18 19:16:00,P008176,1.3,Geometry,PASS
2025-01-10 09:14:00,P008177,24.4,Geometry,PASS
2025-01-25 12:48:00,P008177,5.0,Surface,PASS
2025-01-24 03:01:00,P008178,4.3,Surface,PASS
2025-02-14 04:42:00,P008179,1.6,Geometry,PASS
2025-01-15 06:00:00,P008180,18.8,Geometry,PASS
2025-02-11 22:22:00,P008180,18.2,None,PASS
2025-02-01 17:31:00,P008181,25.8,Surface,PASS
2025-02-02 00:12:00,P008181,11.9,Surface,PASS
2025-01-14 10:54:00,P008182,45.9,Geometry,PASS
2025-01-17 18:30:00,P008183,19.5,Geometry,PASS
2025-01-19 06:16:00,P008184,23.6,None,PASS
2025-01-31 08:11:00,P008185,0.4,Geometry,PASS
2025-01-26 12:25:00,P008186,44.8,Dimension,FAIL
2025-01-31 10:08:00,P008187,45.1,Dimension,FAIL
2025-01-26 06:48:00,P008188,3.0,Geometry,PASS
2025-01-17 05:38:00,P008188,12.4,None,PASS
2025-02-04 15:30:00,P008189,2.9,Geometry,PASS
2025-01-21 16:52:00,P008190,11.1,Surface,PASS
2025-01-26 14:38:00,P008190,13.4,Surface,PASS
2025-01-31 21:14:00,P008191,34.0,None,PASS
2025-01-12 09:29:00,P008191,31.3,Geometry,PASS
2025-02-07 13:33:00,P008192,9.6,Surface,PASS
2025-01-14 05:44:00,P008193,11.6,Geometry,PASS
2025-01-30 10:01:00,P008194,17.6,None,PASS
2025-01-27 02:18:00,P008194,42.6,Surface,PASS
2025-02-01 01:14:00,P008195,,Geometry,PASS
2025-01-30 01:13:00,P008195,29.4,Surface,PASS
2025-01-11 01:21:00,P008196,13.1,Geometry,PASS
2025-02-06 07:54:00,P008197,10.8,Geometry,PASS
2025-01-13 18:52:00,P008197,8.7,None,PASS
2025-01-15 12:41:00,P008198,15.7,None,PASS
2025-02-13 13:50:00,P008198,20.2,None,PASS
2025-01-13 11:13:00,P008199,12.0,Geometry,PASS
2025-02-03 20:38:00,P008200,21.2,None,PASS
2025-01-18 14:19:00,P008200,21.1,Geometry,PASS
2025-02-01 02:42:00,P008201,26.2,Dimension,FAIL
2025-02-12 17:21:00,P008202,18.7,Geometry,PASS
2025-01-16 16:43:00,P008202,1.3,Geometry,PASS
2025-01-23 21:04:00,P008203,12.8,Geometry,PASS
2025-02-06 07:06:00,P008204,6.8,None,PASS
2025-02-02 12:50:00,P008205,9.2,None,PASS
2025-01-13 06:55:00,P008206,29.0,None,PASS
2025-01-18 15:41:00,P008207,27.5,None,PASS
2025-02-01 07:08:00,P008208,22.2,None,PASS
2025-02-06 18:24:00,P008209,14.6,Geometry,PASS
2025-01-28 00:30:00,P008210,16.0,Geometry,PASS
2025-01-20 14:54:00,P008211,45.3,Surface,PASS
2025-01-16 05:25:00,P008212,7.7,Geometry,PASS
2025-01-30 05:50:00,P008213,1.2,Geometry,PASS
2025-01-31 01:54:00,P008213,6.9,Geometry,PASS
2025-01-18 12:09:00,P008214,11.2,Surface,PASS
2025-01-24 21:17:00,P008214,24.1,Surface,PASS
2025-02-11 09:49:00,P008215,13.6,Geometry,PASS
2025-01-23 15:51:00,P008216,41.2,Geometry,PASS
2025-01-13 05:05:00,P008216,42.0,None,PASS
2025-01-28 01:03:00,P008217,26.6,None,PASS
2025-02-05 19:38:00,P008217,10.3,Geometry,PASS
2025-02-02 16:37:00,P008218,11.8,None,PASS
2025-02-12 22:10:00,P008218,12.2,None,PASS
2025-02-09 15:35:00,P008219,12.1,Geometry,PASS
2025-01-20 00:20:00,P008220,12.6,None,PASS
2025-01-31 14:50:00,P008221,2.7,Geometry,PASS
2025-02-04 20:26:00,P008222,2.6,None,PASS
2025-01-27 16:44:00,P008222,11.1,Surface,PASS
2025-01-15 08:28:00,P008223,21.7,Geometry,PASS
2025-02-13 03:11:00,P008223,8.4,Surface,PASS
2025-01-23 08:49:00,P008224,20.7,Geometry,PASS
2025-02-06 13:58:00,P008225,5.6,Geometry,PASS
2025-02-09 21:17:00,P008225,12.8,Geometry,PASS
2025-01-31 21:29:00,P008226,5.3,Geometry,PASS
2025-02-12 10:46:00,P008227,20.1,Geometry,PASS
2025-02-08 02:54:00,P008227,17.4,Geometry,PASS
2025-01-30 07:17:00,P008228,38.7,Surface,PASS
2025-01-28 21:46:00,P008229,10.0,Geometry,PASS
2025-02-01 05:47:00,P008230,0.9,Surface,PASS
2025-02-10 00:09:00,P008231,31.4,None,PASS
2025-02-01 22:17:00,P008231,12.6,None,PASS
2025-02-10 01:21:00,P008232,13.1,Surface,PASS
2025-01-23 06:04:00,P008232,,Geometry,PASS
2025-02-08 11:31:00,P008233,1.6,None,PASS
2025-01-16 06:56:00,P008233,4.1,Geometry,PASS
2025-02-05 10:00:00,P008234,38.3,Surface,PASS
2025-01-10 09:58:00,P008235,59.2,Surface,PASS
2025-02-09 18:29:00,P008236,10.6,None,PASS
2025-01-21 00:58:00,P008236,1.4,Surface,PASS
2025-02-06 11:09:00,P008237,6.8,Surface,PASS
2025-01-30 23:48:00,P008237,36.2,Dimension,FAIL
2025-01-25 22:33:00,P008238,1.5,Surface,PASS
2025-01-31 05:29:00,P008239,14.5,Geometry,PASS
2025-01-17 11:14:00,P008240,7.0,Surface,PASS
2025-01-20 06:27:00,P008240,11.3,Geometry,PASS
2025-01-10 10:29:00,P008241,15.2,None,PASS
2025-01-14 22:16:00,P008241,29.4,Surface,PASS
2025-02-03 02:01:00,P008242,0.6,None,PASS
2025-02-11 00:05:00,P008242,30.7,Surface,PASS
2025-01-22 20:23:00,P008243,14.8,None,PASS
2025-01-21 01:09:00,P008244,9.7,Surface,PASS
2025-01-25 12:24:00,P008245,3.0,Geometry,PASS
2025-02-09 19:10:00,P008246,9.8,Geometry,PASS
2025-01-28 20:41:00,P008247,6.3,None,PASS
2025-01-15 10:49:00,P008248,31.1,Geometry,PASS
2025-02-11 14:41:00,P008248,5.4,None,PASS
2025-01-18 11:06:00,P008249,14.3,None,PASS
2025-02-02 23:08:00,P008250,20.3,Dimension,FAIL
2025-02-11 12:44:00,P008251,1.7,Geometry,PASS
2025-02-12 15:04:00,P008252,15.3,Surface,PASS
2025-02-02 12:04:00,P008252,29.8,None,PASS
2025-02-04 03:25:00,P008253,8.0,Geometry,PASS
2025-02-03 01:49:00,P008254,8.6,Geometry,PASS
2025-02-01 00:38:00,P008254,8.5,Surface,PASS
2025-01-21 03:49:00,P008255,33.7,Geometry,PASS
2025-02-08 20:11:00,P008255,11.2,Surface,PASS
2025-01-19 04:47:00,P008256,3.0,None,PASS
2025-02-10 13:28:00,P008257,96.6,Dimension,FAIL
2025-02-10 23:28:00,P008257,,None,PASS
2025-01-14 18:38:00,P008258,12.2,Surface,PASS
2025-02-12 04:30:00,P008258,75.7,Dimension,FAIL
2025-01-26 18:17:00,P008259,15.2,None,PASS
2025-01-10 20:05:00,P008259,42.8,Dimension,FAIL
2025-01-18 13:38:00,P008260,29.4,Surface,PASS
2025-01-11 19:11:00,P008260,7.3,Geometry,PASS
2025-02-11 21:25:00,P008261,18.4,None,PASS
2025-02-04 12:00:00,P008262,14.3,Surface,PASS
2025-02-06 04:24:00,P008262,2.9,None,PASS
2025-01-21 14:38:00,P008263,5.0,Surface,PASS
2025-02-10 21:23:00,P008263,11.5,Surface,PASS
2025-02-02 01:00:00,P008264,10.8,Geometry,PASS
2025-01-27 04:40:00,P008264,15.7,Surface,PASS
2025-01-11 11:50:00,P008265,14.6,Surface,PASS
2025-02-09 06:17:00,P008265,45.0,Geometry,PASS
2025-01-18 20:30:00,P008266,30.5,Geometry,PASS
2025-01-12 01:09:00,P008266,,Geometry,PASS
2025-01-30 05:29:00,P008267,0.9,Geometry,PASS
2025-02-12 10:32:00,P008268,4.5,Geometry,PASS
2025-01-17 22:12:00,P008269,26.0,Dimension,FAIL
2025-01-29 04:28:00,P008269,34.1,Dimension,FAIL
2025-01-20 19:17:00,P008270,1.9,Surface,PASS
2025-01-11 11:42:00,P008271,4.1,Surface,PASS
2025-01-17 20:39:00,P008272,7.1,Surface,PASS
2025-01-31 16:11:00,P008273,19.5,Geometry,PASS
2025-01-12 23:01:00,P008273,10.5,Surface,PASS
2025-01-18 07:19:00,P008274,2.0,Geometry,PASS
2025-02-12 07:33:00,P008275,71.6,Surface,PASS
2025-01-18 08:06:00,P008275,,None,PASS
2025-02-03 11:21:00,P008276,37.8,Surface,PASS
2025-01-14 07:03:00,P008276,16.8,Surface,PASS
2025-01-21 15:25:00,P008277,1.8,None,PASS
2025-01-13 10:24:00,P008277,0.6,Geometry,PASS
2025-01-26 08:28:00,P008278,1.1,None,PASS
2025-02-13 04:02:00,P008278,41.2,Dimension,FAIL
2025-02-08 03:39:00,P008279,13.7,None,PASS
2025-01-22 04:44:00,P008279,15.1,Surface,PASS
2025-02-07 01:14:00,P008280,,Surface,PASS
2025-01-18 08:59:00,P008281,10.1,Surface,PASS
2025-01-21 08:03:00,P008282,18.6,Surface,PASS
2025-02-01 06:24:00,P008282,23.6,Dimension,FAIL
2025-02-11 05:00:00,P008283,38.5,Geometry,PASS
2025-02-13 14:10:00,P008284,16.9,Surface,PASS
2025-02-07 16:49:00,P008285,9.6,Geometry,PASS
2025-01-17 08:24:00,P008285,8.0,Surface,PASS
2025-02-04 12:57:00,P008286,8.2,Surface,PASS
2025-02-13 21:30:00,P008286,19.2,Surface,PASS
2025-02-02 18:25:00,P008287,3.4,None,PASS
2025-01-10 13:49:00,P008288,49.6,Dimension,FAIL
2025-01-27 03:08:00,P008289,16.1,Geometry,PASS
2025-01-21 02:53:00,P008290,12.2,Geometry,PASS
2025-02-06 05:40:00,P008290,20.7,None,PASS
2025-02-02 02:59:00,P008291,26.6,Geometry,PASS
2025-01-23 19:00:00,P008292,4.9,Surface,PASS
2025-01-20 15:10:00,P008292,9.6,Geometry,PASS
2025-02-04 11:10:00,P008293,4.8,None,PASS
2025-02-07 01:12:00,P008294,8.2,Geometry,PASS
2025-02-06 00:56:00,P008294,47.7,Dimension,FAIL
2025-01-23 07:11:00,P008295,40.4,None,PASS
2025-01-21 01:59:00,P008296,39.3,Dimension,FAIL
2025-01-21 23:23:00,P008296,31.5,Dimension,FAIL
2025-01-13 12:17:00,P008297,4.2,Geometry,PASS
2025-01-21 14:29:00,P008297,17.5,None,PASS
2025-01-17 06:01:00,P008298,6.1,Surface,PASS
2025-02-02 07:59:00,P008298,13.2,None,PASS
2025-01-22 09:57:00,P008299,11.0,None,PASS
2025-02-05 08:59:00,P008300,1.2,Surface,PASS
2025-01-26 14:14:00,P008301,22.1,Geometry,PASS
2025-02-13 03:56:00,P008302,14.0,None,PASS
2025-01-12 20:26:00,P008303,30.8,None,PASS
2025-01-17 07:03:00,P008303,6.6,Surface,PASS
2025-02-14 02:57:00,P008304,9.9,Geometry,PASS
2025-02-02 23:30:00,P008304,22.9,Geometry,PASS
2025-01-21 17:15:00,P008305,40.9,None,PASS
2025-01-19 09:08:00,P008306,23.2,Geometry,PASS
2025-01-31 13:35:00,P008306,19.7,None,PASS
2025-01-26 17:54:00,P008307,22.2,Geometry,PASS
2025-01-20 12:57:00,P008308,,Dimension,FAIL
2025-01-28 05:44:00,P008308,20.5,Geometry,PASS
2025-01-11 10:21:00,P008309,15.4,Geometry,PASS
2025-02-07 21:22:00,P008310,4.2,Geometry,PASS
2025-01-18 17:08:00,P008310,8.0,Surface,PASS
2025-01-21 02:25:00,P008311,5.3,Geometry,PASS
2025-02-08 10:44:00,P008311,7.0,Surface,PASS
2025-02-02 09:13:00,P008312,4.1,Surface,PASS
2025-01-24 17:43:00,P008313,1.7,Geometry,PASS
2025-01-27 07:23:00,P008314,45.7,Surface,PASS
2025-01-23 07:58:00,P008314,,Geometry,PASS
2025-01-22 15:04:00,P008315,9.1,Geometry,PASS
2025-02-04 05:35:00,P008315,42.1,Surface,PASS
2025-02-08 22:14:00,P008316,15.4,Geometry,PASS
2025-01-31 19:53:00,P008316,35.1,None,PASS
2025-01-14 12:24:00,P008317,35.3,Geometry,PASS
2025-01-10 10:35:00,P008318,17.7,Geometry,PASS
2025-01-21 00:26:00,P008318,21.6,Surface,PASS
2025-01-11 15:26:00,P008319,20.4,Geometry,PASS
2025-01-24 01:52:00,P008320,19.6,None,PASS
2025-02-10 17:58:00,P008320,39.5,Surface,PASS
2025-02-01 23:11:00,P008321,23.6,None,PASS
2025-01-13 06:29:00,P008322,10.8,Surface,PASS
2025-01-18 19:44:00,P008322,16.1,Geometry,PASS
2025-01-10 19:37:00,P008323,75.2,Dimension,FAIL
2025-01-31 20:07:00,P008324,42.6,Geometry,PASS
2025-02-11 02:38:00,P008324,6.9,None,PASS
2025-01-24 17:39:00,P008325,25.4,Dimension,FAIL
2025-01-16 02:18:00,P008326,10.3,Surface,PASS
2025-01-21 02:23:00,P008326,18.6,Surface,PASS
2025-02-12 19:30:00,P008327,13.1,Geometry,PASS
2025-02-10 00:44:00,P008328,4.8,None,PASS
2025-02-01 06:53:00,P008329,9.9,Surface,PASS
