part_id,material,volume_mm3,surface_area_mm2,tolerance_um,complexity_idx,rev,created_at
P010649,ABS,44302.0,1409.0,76.0,0.306,1,2025-01-25
P010650,Steel,11807.0,483.0,34.0,0.353,1,2025-01-26
P010651,ABS,16902.0,725.0,68.0,0.453,1,2025-02-25
P010652,Aluminum,15954.0,638.0,57.0,0.484,1,2025-01-10
P010653,Steel,6118.0,346.0,33.0,0.241,1,2025-02-13
P010654,Steel,16111.0,596.0,50.0,0.433,1,2025-01-15
P010655,ABS,5407.0,327.0,52.0,0.066,1,2025-02-15
P010656,Aluminum,21439.0,865.0,27.0,0.463,1,2025-01-24
P010657,Aluminum,9470.0,416.0,56.0,0.207,1,2025-02-15
P010658,Aluminum,9145.0,491.0,64.0,0.272,1,2025-01-29
P010659,Aluminum,8580.0,426.0,58.0,0.296,1,2025-02-21
P010660,ABS,4726.0,322.0,79.0,0.288,1,2025-01-01
P010661,Titanium,11701.0,572.0,43.0,0.434,1,2025-01-16
P010662,Brass,10120.0,453.0,52.0,0.078,1,2025-02-08
P010663,Steel,25172.0,936.0,26.0,0.176,1,2025-01-09
P010664,Brass,14058.0,530.0,41.0,0.254,1,2025-02-09
P010665,Steel,6293.0,,15.0,0.407,1,2025-01-03
P010666,Steel,23759.0,790.0,21.0,0.556,1,2025-01-31
P010667,Aluminum,10193.0,458.0,53.0,0.492,1,2025-01-04
P010668,Steel,15650.0,568.0,54.0,0.189,1,2025-02-03
P010669,ABS,15312.0,643.0,66.0,0.195,1,2025-01-12
P010670,Steel,8880.0,462.0,27.0,0.586,1,2025-01-20
P010671,Aluminum,4650.0,263.0,47.0,0.314,1,2025-02-21
P010672,Aluminum,5863.0,366.0,76.0,0.44,1,2025-02-07
P010673,Titanium,9153.0,431.0,21.0,0.26,1,2025-02-17
P010674,Aluminum,19493.0,739.0,54.0,0.541,1,2025-01-08
P010675,Brass,16099.0,652.0,46.0,0.207,1,2025-02-18
P010676,Steel,18029.0,648.0,19.0,0.813,1,2025-01-30
P010677,Steel,5233.0,299.0,31.0,0.305,1,2025-01-27
P010678,Brass,4957.0,298.0,51.0,0.164,1,2025-02-03
P010679,Aluminum,12803.0,574.0,58.0,0.273,1,2025-01-04
P010680,Steel,5104.0,315.0,24.0,0.64,1,2025-01-21
P010681,Steel,19967.0,756.0,35.0,0.078,1,2025-01-22
P010682,Titanium,12814.0,576.0,49.0,0.96,1,2025-02-20
P010683,ABS,21976.0,895.0,63.0,0.511,1,2025-01-19
P010684,ABS,14237.0,609.0,70.0,0.214,1,2025-01-28
P010685,Aluminum,10758.0,,55.0,0.268,1,2025-02-14
P010686,Steel,10738.0,511.0,44.0,0.186,1,2025-02-13
P010687,Steel,7473.0,363.0,23.0,0.66,1,2025-01-28
P010688,Aluminum,30229.0,1053.0,59.0,0.351,1,2025-02-08
P010689,Brass,6188.0,305.0,50.0,0.221,1,2025-02-12
P010690,Titanium,13980.0,635.0,38.0,0.556,1,2025-02-08
P010691,Brass,7340.0,369.0,35.0,0.027,1,2025-02-11
P010692,ABS,5017.0,316.0,58.0,0.579,1,2025-01-19
P010693,Steel,27537.0,981.0,40.0,0.253,1,2025-02-07
P010694,Steel,4753.0,316.0,52.0,0.331,1,2025-02-12
P010695,Aluminum,8001.0,447.0,62.0,0.399,1,2025-01-15
P010696,Aluminum,16179.0,597.0,62.0,0.513,1,2025-02-07
P010697,Aluminum,29192.0,939.0,43.0,0.198,1,2025-02-21
P010698,ABS,11721.0,544.0,72.0,0.374,1,2025-02-14
P010699,Steel,5308.0,334.0,53.0,0.78,1,2025-02-19
P010700,Steel,10868.0,547.0,51.0,0.357,1,2025-02-27
P010701,Aluminum,15412.0,627.0,48.0,0.602,1,2025-02-12
P010702,Brass,8793.0,476.0,80.0,0.058,1,2025-02-12
P010703,Aluminum,8934.0,467.0,74.0,0.254,1,2025-01-18
P010704,ABS,21443.0,738.0,88.0,0.223,1,2025-01-04
P010705,Aluminum,21313.0,701.0,49.0,0.244,1,2025-02-23
P010706,Aluminum,10660.0,472.0,46.0,0.418,1,2025-02-08
P010707,Aluminum,18414.0,670.0,47.0,0.554,1,2025-02-23
P010708,Steel,11777.0,579.0,37.0,0.188,1,2025-02-07
P010709,Brass,3991.0,251.0,34.0,0.37,1,2025-02-06
P010710,ABS,18156.0,688.0,58.0,0.131,1,2025-02-05
P010711,Steel,6231.0,360.0,55.0,0.156,1,2025-02-25
P010712,Brass,4073.0,278.0,29.0,0.061,1,2025-01-21
P010713,Aluminum,15184.0,611.0,44.0,0.071,1,2025-01-18
P010714,Steel,16012.0,686.0,15.0,0.295,1,2025-02-20
P010715,Steel,13954.0,651.0,51.0,0.561,1,2025-02-07
P010716,Aluminum,17740.0,677.0,66.0,0.21,1,2025-01-27
P010717,Aluminum,16307.0,735.0,45.0,0.283,1,2025-02-26
P010718,Aluminum,17894.0,720.0,53.0,0.189,1,2025-02-21
P010719,Brass,13313.0,599.0,61.0,0.326,1,2025-01-28
P010720,Aluminum,16604.0,640.0,37.0,0.572,1,2025-01-21
P010721,Titanium,5085.0,270.0,15.0,0.421,1,2025-01-20
P010722,ABS,8839.0,453.0,86.0,0.202,1,2025-02-18
P010723,Steel,23694.0,849.0,49.0,0.876,1,2025-01-25
P010724,Aluminum,33698.0,1121.0,50.0,0.28,1,2025-01-15
P010725,Titanium,26030.0,902.0,28.0,0.232,1,2025-01-24
P010726,Brass,11730.0,582.0,34.0,0.134,1,2025-02-03
P010727,ABS,7453.0,371.0,49.0,0.539,1,2025-01-05
P010728,Titanium,10249.0,538.0,35.0,0.164,1,2025-02-23
P010729,Aluminum,16666.0,730.0,52.0,0.606,1,2025-02-24
P010730,Steel,10149.0,422.0,26.0,0.143,1,2025-02-04
P010731,Aluminum,12442.0,495.0,64.0,0.259,1,2025-01-16
P010732,ABS,33828.0,1155.0,74.0,0.394,1,2025-01-29
P010733,Aluminum,18655.0,644.0,51.0,0.048,1,2025-01-25
P010734,Titanium,26279.0,846.0,61.0,0.518,1,2025-01-22
P010735,Aluminum,3042.0,226.0,48.0,0.28,1,2025-02-16
P010736,ABS,13782.0,542.0,71.0,0.56,1,2025-01-08
P010737,Steel,19389.0,652.0,26.0,0.511,1,2025-02-03
P010738,ABS,14424.0,614.0,63.0,0.139,1,2025-01-27
P010739,Aluminum,9765.0,412.0,69.0,0.371,1,2025-01-31
P010740,Aluminum,21949.0,748.0,34.0,0.586,1,2025-02-25
P010741,Aluminum,7126.0,334.0,65.0,0.373,1,2025-01-19
P010742,Steel,10143.0,448.0,32.0,0.371,1,2025-02-13
P010743,ABS,15878.0,677.0,60.0,0.569,1,2025-01-30
P010744,ABS,10048.0,445.0,44.0,0.531,1,2025-01-09
P010745,ABS,9021.0,391.0,79.0,0.784,1,2025-01-15
P010746,ABS,7202.0,375.0,93.0,0.487,1,2025-02-24
P010747,Aluminum,25962.0,967.0,78.0,0.576,1,2025-02-23
P010748,Brass,6751.0,371.0,15.0,0.577,1,2025-01-09
P010749,Steel,10560.0,447.0,15.0,0.45,1,2025-01-26
P010750,ABS,8578.0,436.0,80.0,0.123,1,2025-01-19
P010751,Aluminum,10053.0,433.0,63.0,0.36,1,2025-01-29
P010752,Steel,14846.0,573.0,43.0,0.579,1,2025-02-11
P010753,Aluminum,6306.0,344.0,67.0,0.503,1,2025-01-12
P010754,,22585.0,858.0,64.0,0.522,1,2025-01-20
P010755,Titanium,6950.0,386.0,25.0,0.554,1,2025-01-07
P010756,Steel,12247.0,511.0,40.0,0.249,1,2025-02-21
P010757,Brass,31031.0,1115.0,54.0,0.298,1,2025-02-12
P010758,Aluminum,14706.0,591.0,55.0,0.475,1,2025-02-21
P010759,ABS,37470.0,1067.0,69.0,0.626,1,2025-01-02
P010760,Aluminum,9509.0,433.0,60.0,0.099,1,2025-02-23
P010761,Aluminum,13894.0,630.0,62.0,0.198,1,2025-01-10
P010762,Aluminum,2867.0,187.0,61.0,0.255,1,2025-01-26
P010763,Brass,8706.0,442.0,40.0,0.611,1,2025-02-15
P010764,ABS,25931.0,916.0,59.0,0.294,1,2025-01-10
P010765,Aluminum,15909.0,639.0,60.0,0.584,1,2025-01-26
P010766,,15304.0,608.0,46.0,0.431,1,2025-02-07
P010767,Steel,13480.0,572.0,36.0,0.686,1,2025-02-01
P010768,Steel,11500.0,516.0,31.0,0.118,1,2025-01-05
P010769,Aluminum,7446.0,370.0,59.0,0.475,1,2025-02-15
P010770,ABS,15863.0,610.0,75.0,0.271,1,2025-01-08
P010771,Aluminum,5380.0,294.0,36.0,0.651,1,2025-02-18
P010772,Titanium,12390.0,555.0,35.0,0.207,1,2025-01-24
P010773,Aluminum,19732.0,756.0,44.0,0.635,1,2025-01-29
P010774,Steel,9201.0,398.0,29.0,0.4,1,2025-01-01
P010775,Aluminum,9526.0,461.0,65.0,0.319,1,2025-01-15
P010776,Aluminum,15636.0,659.0,40.0,0.177,1,2025-01-12
P010777,ABS,7157.0,340.0,61.0,0.559,1,2025-01-16
P010778,Steel,11251.0,489.0,35.0,0.166,1,2025-02-06
P010779,ABS,5867.0,349.0,63.0,0.436,1,2025-01-12
P010780,Steel,19610.0,753.0,15.0,0.554,1,2025-01-15
P010781,Aluminum,15402.0,635.0,57.0,0.748,1,2025-02-11
P010782,ABS,15380.0,663.0,67.0,0.47,1,2025-02-18
P010783,ABS,8133.0,380.0,75.0,0.3,1,2025-02-08
P010784,,19930.0,689.0,59.0,0.354,1,2025-02-01
P010785,Aluminum,17891.0,783.0,60.0,0.429,1,2025-01-08
P010786,Aluminum,11474.0,,44.0,0.37,1,2025-02-14
P010787,ABS,5306.0,331.0,77.0,0.303,1,2025-01-26
P010788,,12882.0,583.0,64.0,0.452,1,2025-02-10
P010789,Steel,8024.0,394.0,36.0,0.472,1,2025-02-16
P010790,Steel,5613.0,296.0,35.0,0.451,1,2025-01-23
P010791,Brass,18262.0,738.0,23.0,0.86,1,2025-01-08
P010792,Titanium,11966.0,563.0,25.0,0.253,1,2025-01-27
P010793,Aluminum,13050.0,576.0,56.0,0.597,1,2025-02-08
P010794,Aluminum,15143.0,615.0,38.0,0.138,1,2025-02-08
P010795,Titanium,6543.0,367.0,42.0,0.516,1,2025-02-22
P010796,Aluminum,4971.0,278.0,49.0,0.31,1,2025-02-06
P010797,Aluminum,17257.0,648.0,63.0,0.189,1,2025-02-11
P010798,ABS,7402.0,350.0,83.0,0.388,1,2025-01-22
P010799,ABS,15124.0,703.0,82.0,0.188,1,2025-01-15
P010800,Steel,11814.0,558.0,40.0,0.18,1,2025-02-14
P010801,Steel,12971.0,527.0,47.0,0.233,1,2025-02-25
P010802,Aluminum,13746.0,522.0,51.0,0.509,1,2025-02-05
P010803,Aluminum,11795.0,479.0,77.0,0.376,1,2025-01-19
P010804,ABS,5673.0,307.0,78.0,0.439,1,2025-02-21
P010805,Brass,5516.0,350.0,49.0,0.558,1,2025-01-25
P010806,Aluminum,15334.0,654.0,73.0,0.43,1,2025-02-16
P010807,Steel,3778.0,278.0,30.0,0.337,1,2025-02-24
P010808,Steel,12866.0,584.0,41.0,0.468,1,2025-01-26
P010809,Aluminum,17143.0,619.0,72.0,0.522,1,2025-01-17
P010810,ABS,6163.0,330.0,67.0,0.115,1,2025-02-17
P010811,Aluminum,4835.0,301.0,58.0,0.603,1,2025-01-14
P010812,ABS,6662.0,371.0,76.0,0.629,1,2025-01-06
P010813,ABS,6221.0,324.0,58.0,0.605,1,2025-02-01
P010814,Aluminum,19027.0,661.0,65.0,0.202,1,2025-02-02
P010815,Aluminum,14951.0,675.0,57.0,0.219,1,2025-02-07
P010816,ABS,8060.0,368.0,68.0,0.499,1,2025-01-01
P010817,ABS,10054.0,490.0,57.0,0.444,1,2025-02-25
P010818,Aluminum,12037.0,514.0,50.0,0.321,1,2025-02-11
P010819,Steel,12461.0,588.0,37.0,0.165,1,2025-02-26
P010820,Steel,23131.0,733.0,28.0,0.71,1,2025-01-07
P010821,ABS,18336.0,779.0,59.0,0.616,1,2025-02-06
P010822,Aluminum,12838.0,610.0,48.0,0.217,1,2025-01-26
P010823,Steel,19106.0,813.0,21.0,0.158,1,2025-01-23
P010824,Steel,10156.0,451.0,16.0,0.707,1,2025-02-23
P010825,Brass,19206.0,769.0,49.0,0.131,1,2025-01-27
P010826,Titanium,14003.0,548.0,15.0,0.12,1,2025-02-04
P010827,ABS,6985.0,382.0,77.0,0.296,1,2025-02-06
P010828,ABS,13329.0,523.0,76.0,0.257,1,2025-02-22
P010829,Aluminum,18712.0,714.0,51.0,0.535,1,2025-02-14
P010830,Steel,9871.0,515.0,27.0,0.41,1,2025-02-08
P010831,Aluminum,7010.0,410.0,45.0,0.561,1,2025-02-16
P010832,Aluminum,56664.0,1536.0,45.0,0.3,1,2025-01-17
P010833,Aluminum,11598.0,581.0,63.0,0.38,1,2025-02-23
P010834,ABS,6932.0,365.0,72.0,0.171,1,2025-01-30
P010835,Titanium,5285.0,294.0,34.0,0.227,1,2025-02-10
P010836,Titanium,23165.0,770.0,15.0,0.268,1,2025-01-11
P010837,Steel,20936.0,704.0,52.0,0.441,1,2025-02-21
P010838,ABS,10819.0,537.0,77.0,0.463,1,2025-02-14
P010839,ABS,24125.0,867.0,70.0,0.855,1,2025-02-25
P010840,ABS,19836.0,774.0,78.0,0.426,1,2025-01-18
P010841,Aluminum,4828.0,285.0,64.0,0.633,1,2025-01-03
P010842,Aluminum,14449.0,602.0,63.0,0.147,1,2025-02-15
P010843,Steel,23788.0,793.0,21.0,0.383,1,2025-01-17
P010844,Aluminum,12998.0,635.0,67.0,0.566,1,2025-01-25
P010845,Titanium,15962.0,725.0,30.0,0.499,1,2025-01-16
P010846,Aluminum,20857.0,773.0,61.0,0.534,1,2025-01-23
P010847,Steel,28591.0,1026.0,26.0,0.312,1,2025-01-27
P010848,Titanium,15834.0,650.0,45.0,0.251,1,2025-01-03
P010849,Steel,18666.0,745.0,29.0,0.712,1,2025-02-20
P010850,Aluminum,16277.0,629.0,62.0,0.091,1,2025-01-08
P010851,ABS,5685.0,314.0,76.0,0.526,1,2025-01-01
P010852,ABS,21371.0,795.0,88.0,0.156,1,2025-02-11
P010853,Aluminum,17018.0,749.0,46.0,0.892,1,2025-01-15
P010854,ABS,5045.0,280.0,73.0,0.332,1,2025-02-08
P010855,Brass,22964.0,764.0,42.0,0.56,1,2025-02-17
P010856,Aluminum,9888.0,417.0,56.0,0.509,1,2025-02-19
P010857,Aluminum,12287.0,553.0,81.0,0.454,1,2025-02-11
P010858,Steel,17478.0,674.0,43.0,0.487,1,2025-01-07
P010859,Steel,13800.0,533.0,25.0,0.343,1,2025-02-24
P010860,Brass,28324.0,855.0,52.0,0.316,1,2025-01-08
P010861,Aluminum,16477.0,607.0,52.0,0.29,1,2025-02-01
P010862,Steel,23926.0,795.0,37.0,0.762,1,2025-01-07
P010863,Aluminum,6357.0,379.0,64.0,0.114,1,2025-02-25
P010864,,10832.0,481.0,73.0,0.667,1,2025-02-21
P010865,Titanium,6884.0,344.0,16.0,0.397,1,2025-01-31
P010866,Aluminum,13935.0,569.0,91.0,0.169,1,2025-02-21
P010867,Titanium,10148.0,425.0,32.0,0.09,1,2025-02-20
P010868,ABS,9618.0,488.0,85.0,0.344,1,2025-01-20
P010869,Aluminum,14015.0,637.0,47.0,0.325,1,2025-02-13
P010870,Steel,14835.0,675.0,43.0,0.336,1,2025-01-05
P010871,Brass,5084.0,274.0,36.0,0.392,1,2025-02-20
P010872,Aluminum,7396.0,395.0,70.0,0.695,1,2025-01-20
P010873,Brass,6825.0,363.0,61.0,0.124,1,2025-02-28
P010874,ABS,9454.0,403.0,83.0,0.296,1,2025-01-19
P010875,Steel,24437.0,961.0,35.0,0.415,1,2025-01-15
P010876,Aluminum,32313.0,955.0,52.0,0.377,1,2025-01-14
P010877,Aluminum,8498.0,378.0,53.0,0.128,1,2025-01-05
P010878,Aluminum,6999.0,420.0,45.0,0.485,1,2025-02-06
P010879,Steel,21997.0,741.0,38.0,0.489,1,2025-01-07
P010880,Titanium,14808.0,647.0,24.0,0.151,1,2025-01-18
P010881,Steel,18910.0,705.0,41.0,0.518,1,2025-01-07
P010882,ABS,17380.0,771.0,59.0,0.258,1,2025-02-02
P010883,ABS,28915.0,1056.0,80.0,0.233,1,2025-02-05
P010884,Aluminum,13100.0,544.0,50.0,0.132,1,2025-01-13
P010885,ABS,8904.0,483.0,79.0,0.441,1,2025-02-17
P010886,Brass,9731.0,499.0,50.0,0.19,1,2025-02-19
P010887,ABS,9299.0,413.0,67.0,0.595,1,2025-01-22
P010888,ABS,10828.0,452.0,75.0,0.15,1,2025-01-26
P010889,ABS,21207.0,,62.0,0.475,1,2025-03-01
P010890,,10460.0,539.0,43.0,0.056,1,2025-01-16
P010891,Aluminum,25441.0,834.0,47.0,0.245,1,2025-01-09
P010892,Titanium,15498.0,625.0,46.0,0.652,1,2025-02-21
P010893,Titanium,11134.0,470.0,25.0,0.259,1,2025-01-01
P010894,Aluminum,9772.0,505.0,48.0,0.265,1,2025-02-14
P010895,Aluminum,7441.0,357.0,68.0,0.501,1,2025-02-16
P010896,Brass,16033.0,671.0,41.0,0.497,1,2025-03-01
P010897,Aluminum,60708.0,1434.0,62.0,0.543,1,2025-01-25
P010898,ABS,16388.0,704.0,74.0,0.183,1,2025-01-14
P010899,ABS,13454.0,622.0,74.0,0.75,1,2025-02-21
P010900,Aluminum,16214.0,602.0,36.0,0.416,1,2025-01-23
P010901,ABS,26917.0,930.0,71.0,0.562,1,2025-01-30
P010902,Aluminum,12634.0,513.0,70.0,0.04,1,2025-01-15
P010903,Aluminum,10783.0,473.0,90.0,0.215,1,2025-01-28
P010904,Aluminum,5816.0,320.0,60.0,0.678,1,2025-01-14
P010905,Aluminum,5471.0,333.0,48.0,0.486,1,2025-01-02
P010906,Steel,14759.0,604.0,15.0,0.16,1,2025-01-29
P010907,Steel,12014.0,572.0,38.0,0.321,1,2025-01-24
P010908,Aluminum,5090.0,304.0,57.0,0.467,1,2025-02-06
P010909,Titanium,8431.0,388.0,50.0,0.469,1,2025-02-04
P010910,Steel,16421.0,651.0,21.0,0.481,1,2025-01-07
P010911,ABS,8923.0,388.0,74.0,0.552,1,2025-02-27
P010912,Aluminum,6660.0,365.0,61.0,0.045,1,2025-02-22
P010913,Aluminum,21851.0,894.0,53.0,0.43,1,2025-02-12
P010914,Aluminum,13630.0,542.0,57.0,0.499,1,2025-01-28
P010915,Steel,14462.0,640.0,25.0,0.592,1,2025-01-02
P010916,Steel,10550.0,493.0,32.0,0.064,1,2025-02-26
P010917,ABS,9407.0,420.0,85.0,0.143,1,2025-01-24
P010918,Aluminum,6668.0,391.0,46.0,0.313,1,2025-01-27
P010919,Titanium,14098.0,533.0,25.0,0.478,1,2025-03-01
P010920,Titanium,9505.0,501.0,44.0,0.788,1,2025-01-26
P010921,ABS,21730.0,879.0,46.0,0.498,1,2025-01-11
P010922,Brass,18799.0,726.0,58.0,0.306,1,2025-01-01
P010923,Steel,12992.0,556.0,48.0,0.51,1,2025-02-02
P010924,ABS,17319.0,606.0,85.0,0.475,1,2025-02-03
P010925,,17161.0,670.0,32.0,0.54,1,2025-01-12
P010926,Brass,7501.0,349.0,49.0,0.169,1,2025-01-13
P010927,Aluminum,8531.0,390.0,53.0,0.224,1,2025-02-07
P010928,ABS,16308.0,659.0,61.0,0.3,1,2025-01-20
P010929,Aluminum,16134.0,660.0,45.0,0.543,1,2025-01-11
P010930,Titanium,15454.0,591.0,15.0,0.4,1,2025-01-29
P010931,Brass,14277.0,546.0,39.0,0.376,1,2025-01-23
P010932,Steel,15076.0,580.0,45.0,0.156,1,2025-01-18
P010933,Aluminum,16542.0,720.0,37.0,0.26,1,2025-02-08
P010934,Steel,16878.0,601.0,41.0,0.1,1,2025-02-01
P010935,Titanium,6225.0,317.0,15.0,0.763,1,2025-01-07
P010936,Steel,14575.0,629.0,51.0,0.561,1,2025-02-09
P010937,Aluminum,17388.0,682.0,58.0,0.394,1,2025-02-13
P010938,Aluminum,15433.0,644.0,59.0,0.335,1,2025-02-06
P010939,Aluminum,20526.0,728.0,35.0,0.559,1,2025-01-01
P010940,Aluminum,21873.0,868.0,50.0,0.034,1,2025-01-04
P010941,Steel,16644.0,612.0,34.0,0.043,1,2025-01-27
P010942,ABS,17300.0,605.0,75.0,0.179,1,2025-01-31
P010943,Aluminum,16223.0,653.0,66.0,0.413,1,2025-02-19
P010944,Steel,16690.0,659.0,45.0,0.728,1,2025-01-18
P010945,Steel,3198.0,226.0,40.0,0.605,1,2025-02-26
P010946,Aluminum,8967.0,465.0,45.0,0.592,1,2025-02-02
P010947,Brass,26642.0,849.0,42.0,0.375,1,2025-01-26
P010948,ABS,11797.0,481.0,76.0,0.351,1,2025-01-02
P010949,Steel,14936.0,564.0,33.0,0.323,1,2025-02-21
P010950,Steel,18124.0,679.0,48.0,0.311,1,2025-02-26
P010951,Aluminum,17074.0,640.0,57.0,0.365,1,2025-01-23
P010952,,12972.0,600.0,20.0,0.384,1,2025-01-08
P010953,Aluminum,10125.0,503.0,30.0,0.266,1,2025-02-13
P010954,ABS,11953.0,506.0,66.0,0.459,1,2025-01-31
P010955,Aluminum,15162.0,655.0,63.0,0.241,1,2025-01-18
P010956,Steel,6355.0,379.0,54.0,0.494,1,2025-02-12
P010957,ABS,9943.0,499.0,58.0,0.563,1,2025-02-19
P010958,Steel,16264.0,621.0,35.0,0.249,1,2025-02-25
P010959,Brass,16511.0,629.0,47.0,0.239,1,2025-02-22
P010960,Steel,15862.0,678.0,27.0,0.655,1,2025-02-08
P010961,Titanium,10451.0,484.0,29.0,0.178,1,2025-01-03
P010962,Steel,10374.0,467.0,30.0,0.49,1,2025-01-17
P010963,ABS,5141.0,311.0,76.0,0.193,1,2025-01-21
P010964,Aluminum,12501.0,603.0,60.0,0.466,1,2025-02-02
P010965,Steel,27728.0,1033.0,47.0,0.533,1,2025-01-20
P010966,Steel,19810.0,754.0,31.0,0.258,1,2025-02-23
P010967,Steel,5190.0,300.0,38.0,0.617,1,2025-02-05
P010968,Steel,13045.0,608.0,41.0,0.555,1,2025-02-21
P010969,Aluminum,9582.0,428.0,72.0,0.16,1,2025-02-20
P010970,ABS,15942.0,715.0,85.0,0.234,1,2025-02-18
P010971,Aluminum,10429.0,439.0,65.0,0.252,1,2025-01-15
P010972,Titanium,11130.0,470.0,51.0,0.187,1,2025-01-31
P010973,Steel,16109.0,706.0,41.0,0.514,1,2025-02-17
P010974,Aluminum,24041.0,949.0,69.0,0.235,1,2025-02-22
P010975,Steel,4876.0,290.0,36.0,0.322,1,2025-01-24
P010976,ABS,12201.0,548.0,87.0,0.354,1,2025-02-06
P010977,Aluminum,20056.0,807.0,46.0,0.329,1,2025-01-18
P010978,Titanium,33974.0,1187.0,32.0,0.433,1,2025-01-12
P010979,Brass,6662.0,345.0,36.0,0.147,1,2025-01-14
P010980,ABS,20270.0,778.0,79.0,0.372,1,2025-02-23
P010981,Steel,14637.0,653.0,54.0,0.137,1,2025-01-23
P010982,Steel,15410.0,612.0,45.0,0.695,1,2025-02-18
P010983,Aluminum,11336.0,516.0,45.0,0.587,1,2025-01-07
P010984,Titanium,10379.0,514.0,56.0,0.23,1,2025-01-05
P010985,Aluminum,10444.0,541.0,54.0,0.419,1,2025-01-30
P010986,Steel,24733.0,883.0,31.0,0.306,1,2025-01-20
P010987,Steel,9766.0,434.0,41.0,0.34,1,2025-02-11
P010988,Titanium,3933.0,275.0,28.0,0.418,1,2025-02-06
P010989,ABS,16564.0,665.0,79.0,0.677,1,2025-02-20
P010990,Aluminum,11048.0,473.0,52.0,0.352,1,2025-02-13
P010991,Steel,6442.0,339.0,48.0,0.59,1,2025-01-05
P010992,Brass,18614.0,652.0,75.0,0.534,1,2025-01-01
P010993,ABS,7841.0,446.0,52.0,0.339,1,2025-03-01
P010994,,19755.0,709.0,38.0,0.473,1,2025-02-18
P010995,ABS,8790.0,430.0,63.0,0.341,1,2025-02-05
P010996,ABS,20859.0,865.0,72.0,0.42,1,2025-02-26
P010997,Steel,7160.0,340.0,24.0,0.537,1,2025-02-28
P010998,Titanium,12274.0,577.0,50.0,0.652,1,2025-01-29
P010999,ABS,10303.0,462.0,74.0,0.422,1,2025-02-19
P011000,Brass,12584.0,497.0,40.0,0.564,1,2025-02-05
P011001,Titanium,8357.0,422.0,34.0,0.765,1,2025-02-15
P011002,ABS,15068.0,594.0,58.0,0.582,1,2025-01-27
P011003,Steel,7600.0,396.0,41.0,0.411,1,2025-01-19
P011004,,7917.0,363.0,36.0,0.138,1,2025-01-20
P011005,ABS,4324.0,261.0,92.0,0.553,1,2025-01-23
P011006,ABS,11849.0,577.0,83.0,0.236,1,2025-02-17
P011007,ABS,13366.0,610.0,84.0,0.245,1,2025-01-27
P011008,Aluminum,7364.0,430.0,52.0,0.326,1,2025-01-06
P011009,Steel,35420.0,1023.0,31.0,0.252,1,2025-02-28
P011010,Aluminum,13466.0,641.0,76.0,0.059,1,2025-01-18
P011011,Titanium,9715.0,450.0,21.0,0.181,1,2025-02-27
P011012,Steel,7689.0,357.0,24.0,0.145,1,2025-01-22
P011013,Aluminum,12423.0,589.0,52.0,0.197,1,2025-02-20
P011014,,30863.0,890.0,63.0,0.151,1,2025-02-07
P011015,Aluminum,6233.0,322.0,55.0,0.799,1,2025-02-16
P011016,Aluminum,11415.0,555.0,58.0,0.638,1,2025-02-12
P011017,Aluminum,16554.0,607.0,55.0,0.302,1,2025-01-02
P011018,Aluminum,12293.0,526.0,60.0,0.554,1,2025-02-21
P011019,ABS,11412.0,549.0,71.0,0.266,1,2025-01-09
P011020,Aluminum,10633.0,483.0,54.0,0.193,1,2025-01-17
P011021,ABS,13459.0,621.0,76.0,0.447,1,2025-01-15
P011022,Aluminum,4483.0,251.0,73.0,0.404,1,2025-01-29
P011023,Titanium,22844.0,878.0,37.0,0.642,1,2025-01-28
P011024,Steel,22374.0,790.0,33.0,0.681,1,2025-01-12
P011025,Aluminum,13104.0,575.0,56.0,0.153,1,2025-01-16
P011026,ABS,15480.0,629.0,82.0,0.506,1,2025-01-28
P011027,,9453.0,466.0,45.0,0.397,1,2025-01-30
P011028,Aluminum,17222.0,742.0,60.0,0.206,1,2025-02-04
P011029,Aluminum,8058.0,433.0,50.0,0.399,1,2025-02-04
P011030,Aluminum,31516.0,991.0,30.0,0.295,1,2025-02-28
P011031,Brass,7483.0,424.0,43.0,0.634,1,2025-02-13
P011032,ABS,6303.0,344.0,74.0,0.301,1,2025-02-19
P011033,Brass,7540.0,378.0,44.0,0.728,1,2025-02-19
P011034,ABS,8630.0,477.0,64.0,0.281,1,2025-01-12
P011035,Aluminum,12398.0,504.0,67.0,0.656,1,2025-01-18
P011036,Brass,10954.0,479.0,39.0,0.358,1,2025-02-08
P011037,Titanium,8053.0,425.0,17.0,0.02,1,2025-02-27
P011038,Aluminum,13518.0,633.0,48.0,0.528,1,2025-01-17
P011039,ABS,9762.0,504.0,70.0,0.62,1,2025-01-31
P011040,Steel,6080.0,300.0,40.0,0.18,1,2025-02-15
P011041,Aluminum,5832.0,296.0,58.0,0.567,1,2025-02-17
P011042,Aluminum,7389.0,380.0,31.0,0.714,1,2025-01-13
P011043,Titanium,11982.0,519.0,45.0,0.327,1,2025-01-22
P011044,Steel,10142.0,539.0,41.0,0.368,1,2025-01-18
P011045,Steel,8146.0,465.0,30.0,0.299,1,2025-02-15
P011046,Steel,9045.0,441.0,47.0,0.161,1,2025-02-25
P011047,Aluminum,19408.0,692.0,29.0,0.397,1,2025-01-09
P011048,Aluminum,29227.0,870.0,66.0,0.304,1,2025-01-20
P011049,Aluminum,7812.0,443.0,57.0,0.535,1,2025-02-05
P011050,Steel,5888.0,309.0,70.0,0.113,1,2025-02-03
